time,throughput,delay,loss
0.0,45.67579291289461,20.9926239873261,0.002415034740769358
1.0169491525423728,49.208122103506035,22.837547195992588,0.0014264756911451918
2.0338983050847457,45.54731423342718,20.769337446166958,0.0027655291037715756
3.0508474576271185,44.40387468635683,21.230420223012494,0.0027456907580517085
4.067796610169491,48.844262154992514,21.644215869245667,0.0019543591151897784
5.084745762711864,43.48849288233123,20.427799965825397,0.0023602684571689073
6.101694915254237,47.837342170564355,24.17806280641439,0.002185619161288876
7.11864406779661,48.88892666874,22.152861373090843,0.001888174478679326
8.135593220338983,49.13693731049538,24.14126394153494,0.002322262828300525
9.152542372881356,46.73383640336179,23.709382104893436,0.002430532207079677
10.169491525423728,32.713685482353256,22.07583724461263,0.0027407391409387137
11.1864406779661,35.985054030588586,23.71815619446878,0.0018335607622677213
12.203389830508474,39.583559433647444,20.790281699163334,0.002585472484081702
13.220338983050848,43.541915377012195,24.42528059457431,0.001334658755075794
14.23728813559322,47.89610691471342,21.316110862298913,0.0010219116039766254
15.254237288135592,44.16300053836152,21.898689298642577,0.002546564244099629
16.271186440677965,48.579300592197676,20.832657781356247,0.002964995703584232
17.28813559322034,48.60110612203982,22.103454284256014,0.001367798401139045
18.305084745762713,41.881067067955094,21.553995911560854,0.0017588588321746025
19.322033898305083,46.06917377475061,20.008080857821778,0.0028009920125012418
20.338983050847457,32.248421642325425,20.791543079788003,0.00255210249765048
21.35593220338983,35.47326380655797,24.008083565942997,0.0019716914257530116
22.3728813559322,39.02059018721378,22.9355848181317,0.0013818181036721919
23.389830508474574,42.92264920593516,24.81307629824164,0.0014385485449578564
24.406779661016948,47.214914126528676,23.594985334997045,0.0027700103654796932
25.423728813559322,41.686661411769215,24.56986424867383,0.0027539133422668184
26.440677966101696,45.85532755294614,23.01757383230315,0.0011032156554554456
27.457627118644066,40.938657778966615,23.995704236256707,0.0010377815657357564
28.47457627118644,45.03252355686328,20.20865533600642,0.0023565670722679767
29.491525423728813,46.353427915126794,23.55727452147371,0.001364850782502856
30.508474576271183,32.447399540588755,23.337593273310922,0.0015337884110081545
31.525423728813557,35.692139494647634,20.91258192032805,0.0027584346826161994
32.54237288135593,39.2613534441124,21.41084883757715,0.002763466548414111
33.559322033898304,43.187488788523645,22.095912600834072,0.0027634220806827202
34.57627118644068,47.50623766737601,21.192305595004633,0.002339922362157268
35.59322033898305,40.91002076013203,23.78370224300307,0.002322673781525533
36.610169491525426,45.00102283614523,23.35028764543115,0.0010961721527842873
37.62711864406779,44.631487760588534,22.921215772634163,0.002556761664056095
38.644067796610166,49.09463653664739,23.92438939624005,0.0028718439976492083
39.66101694915254,41.693482330386054,24.85044375495448,0.0029507727478852814
40.67796610169491,29.185437631270236,22.38004630633572,0.0023713030336576756
41.69491525423729,32.103981394397266,20.09020211969545,0.0012703218134600953
42.71186440677966,35.314379533837,20.50557960152812,0.001529335120537395
43.728813559322035,38.8458174872207,21.83757244011506,0.002387712855166729
44.7457627118644,42.73039923594277,21.972587007619715,0.002881998804384168
45.762711864406775,47.00343915953705,24.120874473979455,0.0022501760919396065
46.77966101694915,44.981709581028866,21.172703999716454,0.00252680352366977
47.79661016949152,49.479880539131756,21.078841625436176,0.0015056103469966073
48.813559322033896,43.15490621160245,22.88434328232773,0.0022933412518725657
49.83050847457627,47.4703968327627,23.04233383468076,0.0021797074729451157
50.847457627118644,33.22927778293389,24.473255875360085,0.0018214726879937108
51.86440677966102,36.55220556122728,22.290781795953748,0.0011086246378862465
52.88135593220339,40.20742611735001,21.757329825311814,0.0023063242392072454
53.89830508474576,44.22816872908501,23.71927097208003,0.002856313221539312
54.91525423728813,48.65098560199352,20.147207632021455,0.0014407138131622014
55.932203389830505,40.90287100204511,24.523531397859323,0.0020219753384744807
56.94915254237288,44.99315810224962,23.1060986312255,0.0016694115472799293
57.96610169491525,49.49247391247459,20.262715326421382,0.002926358888419795
58.983050847457626,46.2559765737583,23.771074987860526,0.0026411558592168006
60.0,47.98465306626602,24.123774275864697,0.0017569137269318157
